Plant state,Plant name,Plant Id,Balancing Authority Name,Balancing Authority Code,PCA Generation (MWh),Latitude,Longitude,Plant primary fuel,Plant primary fuel code,Net generation (MWh),CO2-e Emission (tons),Water intensity (m3/MWh),Carbon intensity (Tons/MWh),Generation Ratio of Power plant,Water Consumption (m3),Subbasin,HUC8,HUC8 ID
NY,Oneida County- DPW,60114,ISO New England Inc.,ISNE,104717677,43.150761,-75.371258,SUN,SOLAR,1361,0,0.01,0.00,0.0000,10,Mohawk,02020004,2020004
NY,Oneida Herkimer,57404,New York Independent System Operator,NYIS,131610158,43.462222,-75.418333,LFG,BIOMASS,27099,0,1.94,0.00,0.0002,52506,Black,04150101,4150101
NY,Onondaga County - Metro Water Board,60097,New York Independent System Operator,NYIS,131610158,43.183782,-76.224075,SUN,SOLAR,921,0,0.01,0.00,0.0000,7,Oneida,04140202,4140202
NY,Onondaga County - Oak Orchard WWTP,60098,New York Independent System Operator,NYIS,131610158,43.172719,-76.130123,SUN,SOLAR,653,0,0.01,0.00,0.0000,5,Oneida,04140202,4140202
NY,Onondaga County- Clearwater,60462,ISO New England Inc.,ISNE,104717677,43.429317,-76.515717,SUN,SOLAR,2765,0,0.01,0.00,0.0000,21,Irondequoit-Ninemile,04140101,4140101
NY,Onondaga County- Jamesville,60232,New York Independent System Operator,NYIS,131610158,42.986644,-76.064219,SUN,SOLAR,1676,0,0.01,0.00,0.0000,13,Oneida,04140202,4140202
NY,Onondaga County Resource Recovery,50662,New York Independent System Operator,NYIS,131610158,43.0047,-76.1149,MSW,BIOMASS,216103,199987,1.94,0.93,0.0016,418711,Oneida,04140202,4140202
NY,Ontario LFGTE,56250,New York Independent System Operator,NYIS,131610158,42.8586,-77.0872,LFG,BIOMASS,71686,0,1.94,0.00,0.0005,138895,Seneca,04140201,4140201
NY,Onyx - Lamphear Road CSG,60967,New York Independent System Operator,NYIS,131610158,43.18413,-75.476724,SUN,SOLAR,2751,0,0.01,0.00,0.0000,21,Oneida,04140202,4140202
NY,Onyx - Saratoga Springs Landfill Solar CSG,61724,New York Independent System Operator,NYIS,131610158,43.096874,-73.744855,SUN,SOLAR,2692,0,0.01,0.00,0.0000,20,Hudson-Hoosic,02020003,2020003
NY,Orange County Solar Farm (NY),60229,ISO New England Inc.,ISNE,104717677,41.404879,-74.359495,SUN,SOLAR,1703,0,0.01,0.00,0.0000,13,Rondout,02020007,2020007
NY,Oswegatchie,58678,New York Independent System Operator,NYIS,131610158,44.27,-75.199167,WAT,HYDRO,6652,0,0.00,0.00,0.0001,0,Oswegatchie,04150302,4150302
NY,Oswego County Energy Recovery,50907,New York Independent System Operator,NYIS,131610158,43.348808,-76.425169,MSW,BIOMASS,8305,2432,1.94,0.29,0.0001,16092,Oswego,04140203,4140203
NY,Oswego Falls East,2595,New York Independent System Operator,NYIS,131610158,43.3161,-76.4153,WAT,HYDRO,25730,0,75.65,0.00,0.0002,1946548,Oswego,04140203,4140203
NY,Oswego Falls West,2596,New York Independent System Operator,NYIS,131610158,43.3156,-76.4172,WAT,HYDRO,8028,0,0.00,0.00,0.0001,0,Oswego,04140203,4140203
NY,Oswego Harbor Power,2594,New York Independent System Operator,NYIS,131610158,43.4586,-76.5319,RFO,OIL,41725,49204,2.06,1.18,0.0003,86062,Irondequoit-Ninemile,04140101,4140101
NY,Owens Corning at Bethlehem,58550,New York Independent System Operator,NYIS,131610158,42.586944,-73.865,SUN,SOLAR,3138,0,0.01,0.00,0.0000,24,Middle Hudson,02020006,2020006
NY,Parishville,2597,New York Independent System Operator,NYIS,131610158,44.63,-74.8258,WAT,HYDRO,19836,0,13.57,0.00,0.0002,269221,St. Regis,04150306,4150306
NY,Peak Power 1 Cogen,57789,New York Independent System Operator,NYIS,131610158,40.751111,-73.991667,NG,GAS,507,162,0.80,0.32,0.0000,404,Lower Hudson,02030101,2030101
NY,Philadlephia,10197,New York Independent System Operator,NYIS,131610158,44.158611,-75.708778,WAT,HYDRO,10197,0,29.46,0.00,0.0001,300442,Indian,04150303,4150303
NY,Phoenix Hydro Project,54865,New York Independent System Operator,NYIS,131610158,43.227058,-76.302137,WAT,HYDRO,10370,0,0.63,0.00,0.0001,6567,Oswego,04140203,4140203
NY,Piercefield,2598,New York Independent System Operator,NYIS,131610158,44.233419,-74.566217,WAT,HYDRO,15230,0,61.09,0.00,0.0001,930334,Raquette,04150305,4150305
NY,Pinelawn Power,56188,New York Independent System Operator,NYIS,131610158,40.736611,-73.388424,NG,GAS,162146,84788,0.80,0.52,0.0012,129235,Southern Long Island,02030202,2030202
NY,Plant No 1 Freeport,2678,New York Independent System Operator,NYIS,131610158,40.6561,-73.5922,DFO,OIL,90,140,2.06,1.56,0.0000,186,Southern Long Island,02030202,2030202
NY,Poletti 500 MW CC,56196,New York Independent System Operator,NYIS,131610158,40.7889,-73.9069,NG,GAS,2127987,966605,0.80,0.45,0.0162,1696061,Bronx,02030102,2030102
NY,Port Jefferson Energy Center,2517,New York Independent System Operator,NYIS,131610158,40.949696,-73.078507,NG,GAS,383865,284230,0.80,0.74,0.0029,305950,Northern Long Island,02030201,2030201
NY,Port Leyden Hydroelectric Project,10817,New York Independent System Operator,NYIS,131610158,43.583611,-75.339167,WAT,HYDRO,4817,0,0.00,0.00,0.0000,0,Black,04150101,4150101
NY,Port Richmond WWT Solar,58647,New York Independent System Operator,NYIS,131610158,40.638056,-74.126111,SUN,SOLAR,1435,0,0.01,0.00,0.0000,11,Sandy Hook-Staten Island,02030104,2030104
NY,Pouch Terminal,8053,New York Independent System Operator,NYIS,131610158,40.6182,-74.06849,NG,GAS,56003,38451,0.80,0.69,0.0004,44636,Sandy Hook-Staten Island,02030104,2030104
NY,Prospect,2599,New York Independent System Operator,NYIS,131610158,43.291861,-75.147734,WAT,HYDRO,79002,0,6.69,0.00,0.0006,528884,Mohawk,02020004,2020004
NY,Pyrites Plant,10547,New York Independent System Operator,NYIS,131610158,44.522043,-75.188108,WAT,HYDRO,24076,0,0.28,0.00,0.0002,6778,Grass,04150304,4150304
NY,R E Ginna Nuclear Power Plant,6122,New York Independent System Operator,NYIS,131610158,43.2777,-77.3099,NUC,NUCLEAR,4689440,0,2.39,0.00,0.0356,11207366,Irondequoit-Ninemile,04140101,4140101
NY,Rainbow Falls Hydro,2600,New York Independent System Operator,NYIS,131610158,44.5178,-74.8228,WAT,HYDRO,99484,0,18.20,0.00,0.0008,1810243,Raquette,04150305,4150305
NY,Ravenswood Generating Station,2500,New York Independent System Operator,NYIS,131610158,40.759167,-73.946111,NG,GAS,3337961,1989440,0.80,0.60,0.0254,2660442,Lower Hudson,02030101,2030101
NY,Raymondville,2601,New York Independent System Operator,NYIS,131610158,44.835,-74.9803,WAT,HYDRO,10611,0,13.27,0.00,0.0001,140758,Raquette,04150305,4150305
NY,"RED-Rochester, LLC-Eastman Business Park",10025,New York Independent System Operator,NYIS,131610158,43.1989,-77.6319,NG,GAS,370122,76229,0.80,0.21,0.0028,294997,Lower Genesee,04130003,4130003
NY,Regeneron Pharmaceuticals Inc.,62423,New York Independent System Operator,NYIS,131610158,41.07875,-73.82227,DFO,OIL,513,362,2.06,0.71,0.0000,1058,Lower Hudson,02030101,2030101
NY,Regeneron Tarrytown,62456,New York Independent System Operator,NYIS,131610158,41.077952,-73.820649,NG,GAS,2622,0,0.80,0.00,0.0000,2090,Lower Hudson,02030101,2030101
NY,Rensselaer Cogen,54034,New York Independent System Operator,NYIS,131610158,42.625325,-73.749955,NG,GAS,4227,2313,0.80,0.55,0.0000,3369,Middle Hudson,02020006,2020006
NY,Richard M Flynn (Holtsville),7314,New York Independent System Operator,NYIS,131610158,40.8158,-73.064,NG,GAS,645840,324989,0.80,0.50,0.0049,514751,Southern Long Island,02030202,2030202
NY,Rio,2631,New York Independent System Operator,NYIS,131610158,41.4625,-74.7578,WAT,HYDRO,42307,0,77.31,0.00,0.0003,3270733,Middle Delaware-Mongaup-Brodhead,02040104,2040104
NY,"RIT Henrietta Solar 1, LLC",62810,New York Independent System Operator,NYIS,131610158,43.076198,-77.66724,SUN,SOLAR,3525,0,0.01,0.00,0.0000,27,Lower Genesee,04130003,4130003
NY,Riverbay Corp. - Co-Op City,52168,New York Independent System Operator,NYIS,131610158,40.869972,-73.824437,NG,GAS,137725,32873,0.80,0.24,0.0010,109771,Bronx,02030102,2030102
NY,Riverhead,58789,New York Independent System Operator,NYIS,131610158,40.826111,-73.232222,SUN,SOLAR,1833,0,0.01,0.00,0.0000,14,Northern Long Island,02030201,2030201
NY,Robert Moses Niagara,2693,New York Independent System Operator,NYIS,131610158,43.1427,-79.0394,WAT,HYDRO,16773384,0,0.00,0.00,0.1274,0,Niagara,04120104,4120104
NY,Rochester 2,2639,New York Independent System Operator,NYIS,131610158,43.1611,-77.615,WAT,HYDRO,23022,0,2.24,0.00,0.0002,51534,Lower Genesee,04130003,4130003
NY,Rochester 26,2638,New York Independent System Operator,NYIS,131610158,43.1522,-77.6098,WAT,HYDRO,11436,0,45.81,0.00,0.0001,523840,Lower Genesee,04130003,4130003
NY,Rochester 5,2641,New York Independent System Operator,NYIS,131610158,43.1803,-77.6278,WAT,HYDRO,3048,0,0.53,0.00,0.0000,1616,Lower Genesee,04130003,4130003
NY,Roseton Generating LLC,8006,New York Independent System Operator,NYIS,131610158,41.573783,-73.966269,RFO,OIL,516508,385502,2.06,0.75,0.0039,1065353,Hudson-Wappinger,02020008,2020008
NY,S A Carlson,2682,New York Independent System Operator,NYIS,131610158,42.0933,-79.2478,NG,GAS,134001,72257,0.80,0.54,0.0010,106802,Conewango,05010002,5010002
NY,Saint Catherine of Siena Medical Center,62003,New York Independent System Operator,NYIS,131610158,40.89952,-73.27093,DFO,OIL,11,9,2.06,0.82,0.0000,23,Northern Long Island,02030201,2030201
NY,"Saranac Power Partners, LP",54574,New York Independent System Operator,NYIS,131610158,44.7132,-73.4557,NG,GAS,70784,39803,0.80,0.56,0.0005,56417,Lake Champlain,02010008,2010008
NY,Schaghticoke,2606,New York Independent System Operator,NYIS,131610158,42.8992,-73.5989,WAT,HYDRO,69666,0,10.78,0.00,0.0005,750727,Hudson-Hoosic,02020003,2020003
NY,School Street,2605,New York Independent System Operator,NYIS,131610158,42.78498,-73.707983,WAT,HYDRO,148633,0,2.38,0.00,0.0011,353484,Mohawk,02020004,2020004
NY,Schuylerville,2607,New York Independent System Operator,NYIS,131610158,43.096823,-73.582107,WAT,HYDRO,1241,0,7.55,0.00,0.0000,9374,Hudson-Hoosic,02020003,2020003
NY,Selkirk Cogen Partners,10725,New York Independent System Operator,NYIS,131610158,42.5744,-73.8592,NG,GAS,399662,172494,0.86,0.43,0.0030,342877,Middle Hudson,02020006,2020006
NY,Seneca Energy,54782,New York Independent System Operator,NYIS,131610158,42.9281,-76.8408,LFG,BIOMASS,106725,0,1.94,0.00,0.0008,206785,Seneca,04140201,4140201
NY,Seneca Falls Hydroelectric Project,61641,New York Independent System Operator,NYIS,131610158,42.915299,-76.78672,WAT,HYDRO,16912,0,0.00,0.00,0.0001,0,Seneca,04140201,4140201
NY,Seneca Nation Cattaraugus Wind Turbine,61734,New York Independent System Operator,NYIS,131610158,42.5809,-79.1027,WND,WIND,3092,0,0.00,0.00,0.0000,12,Buffalo-Eighteenmile,04120103,4120103
NY,Sewalls,2608,New York Independent System Operator,NYIS,131610158,43.9775,-75.8942,WAT,HYDRO,7579,0,2.39,0.00,0.0001,18084,Black,04150101,4150101
NY,Sharon Springs,61903,New York Independent System Operator,NYIS,131610158,42.775105,-74.567145,SUN,SOLAR,2218,0,0.01,0.00,0.0000,17,Mohawk,02020004,2020004
NY,Sherman Island,2609,New York Independent System Operator,NYIS,131610158,43.2797,-73.7094,WAT,HYDRO,170388,0,5.43,0.00,0.0013,925918,Hudson-Hoosic,02020003,2020003
NY,Shoemaker,2632,New York Independent System Operator,NYIS,131610158,41.4278,-74.4186,NG,GAS,360,406,0.80,1.13,0.0000,287,Rondout,02020007,2020007
NY,Shoreham,2518,New York Independent System Operator,NYIS,131610158,40.96159,-72.864976,DFO,OIL,2434,2989,2.06,1.23,0.0000,5020,Northern Long Island,02030201,2030201
NY,Shoreham Energy,55787,New York Independent System Operator,NYIS,131610158,40.957053,-72.865877,DFO,OIL,8151,6406,2.06,0.79,0.0001,16812,Northern Long Island,02030201,2030201
NY,Shoreham Solar Commons,60045,New York Independent System Operator,NYIS,131610158,40.934411,-72.888511,SUN,SOLAR,22416,0,0.01,0.00,0.0002,170,Southern Long Island,02030202,2030202
NY,Sissonville Hydro,10220,New York Independent System Operator,NYIS,131610158,44.685589,-75.002868,WAT,HYDRO,13778,0,5.56,0.00,0.0001,76615,Raquette,04150305,4150305
NY,Skidmore College,60425,New York Independent System Operator,NYIS,131610158,43.093682,-73.81132,SUN,SOLAR,2350,0,0.01,0.00,0.0000,18,Hudson-Hoosic,02020003,2020003
NY,SL Babylon,61487,New York Independent System Operator,NYIS,131610158,40.730844,-73.375833,SUN,SOLAR,13475,0,0.01,0.00,0.0001,102,Southern Long Island,02030202,2030202
NY,Soft Maple,2610,New York Independent System Operator,NYIS,131610158,43.9206,-75.2433,WAT,HYDRO,39200,0,25.65,0.00,0.0003,1005468,Black,04150101,4150101
NY,Solean Solar Project,61898,New York Independent System Operator,NYIS,131610158,42.086926,-78.448212,SUN,SOLAR,7476,0,0.01,0.00,0.0001,57,Upper Allegheny,05010001,5010001
NY,Somerset Operating Company  (Kintigh),6082,New York Independent System Operator,NYIS,131610158,43.358889,-78.604722,BIT,COAL,592959,601591,1.85,1.01,0.0045,1095354,Oak Orchard-Twelvemile,04130001,4130001
NY,South Cairo,2485,New York Independent System Operator,NYIS,131610158,42.291275,-73.986452,KER,OIL,265,401,2.06,1.51,0.0000,547,Middle Hudson,02020006,2020006
NY,South Colton,2611,New York Independent System Operator,NYIS,131610158,44.5133,-74.8831,WAT,HYDRO,83358,0,6.90,0.00,0.0006,575533,Raquette,04150305,4150305
NY,South Edwards,2604,New York Independent System Operator,NYIS,131610158,44.2678,-75.1961,WAT,HYDRO,12645,0,10.69,0.00,0.0001,135223,Oswegatchie,04150302,4150302
NY,South Glens Falls Hydroelectric,54772,New York Independent System Operator,NYIS,131610158,43.304413,-73.63993,WAT,HYDRO,77046,0,7.40,0.00,0.0006,570299,Hudson-Hoosic,02020003,2020003
NY,South Hampton,2519,New York Independent System Operator,NYIS,131610158,40.899997,-72.381977,DFO,OIL,1489,3089,2.06,2.07,0.0000,3071,Southern Long Island,02030202,2030202
NY,South Oaks Hospital,50136,New York Independent System Operator,NYIS,131610158,40.6853,-73.4258,NG,GAS,5919,1776,0.80,0.30,0.0000,4718,Southern Long Island,02030202,2030202
NY,Southold,2520,New York Independent System Operator,NYIS,131610158,41.1059,-72.3761,DFO,OIL,1822,3466,2.06,1.90,0.0000,3758,Southern Long Island,02030202,2030202
NY,Spier Falls,2612,New York Independent System Operator,NYIS,131610158,43.2339,-73.7556,WAT,HYDRO,240219,0,8.78,0.00,0.0018,2108088,Hudson-Hoosic,02020003,2020003
NY,SREC Bath LFGTE,58295,New York Independent System Operator,NYIS,131610158,42.322263,-77.385646,LFG,BIOMASS,16603,0,1.94,0.00,0.0001,32169,Chemung,02050105,2050105
NY,St Johns Riverside Hospital,62051,New York Independent System Operator,NYIS,131610158,40.968929,-73.886589,DFO,OIL,27,23,2.06,0.84,0.0000,56,Lower Hudson,02030101,2030101
NY,St. Lawerence University - Sutton,61579,New York Independent System Operator,NYIS,131610158,43.932397,-75.872257,SUN,SOLAR,989,0,0.01,0.00,0.0000,8,Salmon-Sandy,04140102,4140102
NY,Stark,2613,New York Independent System Operator,NYIS,131610158,44.4553,-74.7614,WAT,HYDRO,95999,0,15.98,0.00,0.0007,1534446,Raquette,04150305,4150305
NY,Starrett City Cogen Facility,50743,New York Independent System Operator,NYIS,131610158,40.6492,-73.8792,NG,GAS,58864,20951,0.80,0.36,0.0004,46917,Southern Long Island,02030202,2030202
NY,Steel Sun,59705,New York Independent System Operator,NYIS,131610158,42.812811,-78.845313,SUN,SOLAR,4439,0,0.01,0.00,0.0000,34,Buffalo-Eighteenmile,04120103,4120103
NY,Steel Winds II,57078,New York Independent System Operator,NYIS,131610158,42.8072,-78.8617,WND,WIND,28205,0,0.00,0.00,0.0002,107,Buffalo-Eighteenmile,04120103,4120103
NY,Steel Winds Wind Farm,56575,New York Independent System Operator,NYIS,131610158,42.8167,-78.8675,WND,WIND,46426,0,0.00,0.00,0.0004,176,Buffalo-Eighteenmile,04120103,4120103
NY,Sterling Power Plant,50744,New York Independent System Operator,NYIS,131610158,43.080338,-75.600963,NG,GAS,25240,12797,0.80,0.51,0.0002,20117,Oneida,04140202,4140202
NY,Sterlington Greenworks LLC,59275,New York Independent System Operator,NYIS,131610158,41.0675,-72.440278,SUN,SOLAR,2268,0,0.01,0.00,0.0000,17,Southern Long Island,02030202,2030202
NY,Stewarts Bridge,2614,New York Independent System Operator,NYIS,131610158,43.2978,-73.8853,WAT,HYDRO,124626,0,10.37,0.00,0.0009,1292846,Sacandaga,02020002,2020002
NY,Stillwater Hydro Electric Project,54395,New York Independent System Operator,NYIS,131610158,42.937465,-73.654393,WAT,HYDRO,13931,0,378.29,0.00,0.0001,5270022,Hudson-Hoosic,02020003,2020003
NY,Stillwater Reservoir Hydro,50513,New York Independent System Operator,NYIS,131610158,43.897386,-75.04,WAT,HYDRO,6507,0,0.00,0.00,0.0000,0,Black,04150101,4150101
NY,Stony Creek Wind Farm NY,58088,New York Independent System Operator,NYIS,131610158,42.767614,-78.415843,WND,WIND,289187,0,0.00,0.00,0.0022,1099,Buffalo-Eighteenmile,04120103,4120103
NY,Sturgeon,2486,New York Independent System Operator,NYIS,131610158,41.848191,-74.046678,WAT,HYDRO,67932,0,26.89,0.00,0.0005,1826991,Rondout,02020007,2020007
NY,Stuyvesant Falls,58873,New York Independent System Operator,NYIS,131610158,42.351389,-73.733889,WAT,HYDRO,19489,0,0.00,0.00,0.0001,0,Middle Hudson,02020006,2020006
NY,Sugar Island,2616,New York Independent System Operator,NYIS,131610158,44.642181,-74.976473,WAT,HYDRO,24463,0,3.06,0.00,0.0002,74931,Raquette,04150305,4150305
NY,Sullivan County - Adult Care Solar,60817,New York Independent System Operator,NYIS,131610158,41.7966,-74.708077,SUN,SOLAR,1049,0,0.01,0.00,0.0000,8,Middle Delaware-Mongaup-Brodhead,02040104,2040104
NY,Sunlight Beacon,61922,New York Independent System Operator,NYIS,131610158,41.494632,-73.981635,SUN,SOLAR,1525,0,0.01,0.00,0.0000,12,Hudson-Wappinger,02020008,2020008
NY,SUNY Old Westbury College,58156,New York Independent System Operator,NYIS,131610158,40.797858,-73.565661,NG,GAS,259,305,0.80,1.18,0.0000,206,Southern Long Island,02030202,2030202
NY,Sutter Greenworks LLC,59274,New York Independent System Operator,NYIS,131610158,40.928056,-72.771111,SUN,SOLAR,8821,0,0.01,0.00,0.0001,67,Southern Long Island,02030202,2030202
NY,Swinging Bridge 2,2634,New York Independent System Operator,NYIS,131610158,41.5717,-74.7828,WAT,HYDRO,20819,0,68.27,0.00,0.0002,1421347,Middle Delaware-Mongaup-Brodhead,02040104,2040104
NY,Synergy Biogas,58399,New York Independent System Operator,NYIS,131610158,42.828889,-78.055,OBG,BIOMASS,3124,4,1.94,0.00,0.0000,6053,Lower Genesee,04130003,4130003
NY,"Syracuse, LLC",10621,New York Independent System Operator,NYIS,131610158,43.0664,-76.2144,NG,GAS,32457,16777,0.80,0.52,0.0002,25869,Seneca,04140201,4140201
NY,Talcville,7583,New York Independent System Operator,NYIS,131610158,44.3083,-75.3083,WAT,HYDRO,3936,0,19.70,0.00,0.0000,77545,Oswegatchie,04150302,4150302
NY,Tannery Island Power,50416,New York Independent System Operator,NYIS,131610158,43.98,-75.6131,WAT,HYDRO,6598,0,0.00,0.00,0.0001,0,Black,04150101,4150101
NY,Tannery Road Landfill,60677,New York Independent System Operator,NYIS,131610158,43.239004,-75.534588,SUN,SOLAR,2294,0,0.01,0.00,0.0000,17,Oneida,04140202,4140202
NY,Taylorville,2617,New York Independent System Operator,NYIS,131610158,43.927002,-75.321877,WAT,HYDRO,25487,0,25.31,0.00,0.0002,645077,Black,04150101,4150101
NY,The Allen Hospital,61568,New York Independent System Operator,NYIS,131610158,40.873268,-73.912967,DFO,OIL,11,5,2.06,0.45,0.0000,23,Lower Hudson,02030101,2030101
NY,The Bank of New York,62001,New York Independent System Operator,NYIS,131610158,40.659328,-73.933752,DFO,OIL,17,25,2.06,1.44,0.0000,35,Southern Long Island,02030202,2030202
NY,Theresa Plant,10539,New York Independent System Operator,NYIS,131610158,44.21742,-75.795173,WAT,HYDRO,5835,0,7.72,0.00,0.0000,45034,Indian,04150303,4150303
NY,Ticonderoga Mill,54099,New York Independent System Operator,NYIS,131610158,43.891437,-73.396998,RFO,OIL,214489,22432,2.06,0.10,0.0016,442406,Lake Champlain,02010008,2010008
NY,Time Warner Cable - Knowles,60904,New York Independent System Operator,NYIS,131610158,42.337435,-77.375323,SUN,SOLAR,1346,0,0.01,0.00,0.0000,10,Chemung,02050105,2050105
NY,Time Warner Cable Enterprises - Martino,61577,New York Independent System Operator,NYIS,131610158,43.183689,-75.43048,SUN,SOLAR,920,0,0.01,0.00,0.0000,7,Mohawk,02020004,2020004
NY,Tompkins Cortland Community College,60431,New York Independent System Operator,NYIS,131610158,42.5025,-76.2865,SUN,SOLAR,2818,0,0.01,0.00,0.0000,21,Seneca,04140201,4140201
