Plant state,Plant name,Plant Id,Balancing Authority Name,Balancing Authority Code,PCA Generation (MWh),Latitude,Longitude,Plant primary fuel,Plant primary fuel code,Net generation (MWh),CO2-e Emission (tons),Water intensity (m3/MWh),Carbon intensity (Tons/MWh),Generation Ratio of Power plant,Water Consumption (m3),Subbasin,HUC8,HUC8 ID
NC,"Innovative Solar 26, LLC",60052,Duke Energy Carolinas,DUK,122195328,35.70974,-81.413308,SUN,SOLAR,3640,0,0.01,0.00,0.0000,28,South Fork Catawba,03050102,3050102
NC,Innovative Solar 31,60540,Duke Energy Carolinas,DUK,122195328,34.539425,-78.755394,SUN,SOLAR,62937,0,0.01,0.00,0.0005,478,Lumber,03040203,3040203
NC,"Innovative Solar 35, LLC",61258,Duke Energy Progress East,CPLE,59574368,35.046,-77.825,SUN,SOLAR,3712,0,0.01,0.00,0.0001,28,Northeast Cape Fear,03030007,3030007
NC,Innovative Solar 37,59665,Duke Energy Carolinas,DUK,122195328,34.838297,-79.943889,SUN,SOLAR,154021,0,0.01,0.00,0.0013,1171,Lower Pee Dee,03040201,3040201
NC,Innovative Solar 42,60539,Duke Energy Carolinas,DUK,122195328,34.847627,-78.877359,SUN,SOLAR,133352,0,0.01,0.00,0.0011,1013,Lower Cape Fear,03030005,3030005
NC,"Innovative Solar 43, LLC",60149,Duke Energy Carolinas,DUK,122195328,34.529956,-78.304811,SUN,SOLAR,69457,0,0.01,0.00,0.0006,528,Black,03030006,3030006
NC,Innovative Solar 44,59675,Duke Energy Carolinas,DUK,122195328,34.859,-79.108,SUN,SOLAR,8324,0,0.01,0.00,0.0001,63,Lumber,03040203,3040203
NC,Innovative Solar 46,59671,Duke Energy Carolinas,DUK,122195328,34.918194,-78.94355,SUN,SOLAR,146284,0,0.01,0.00,0.0012,1112,Lumber,03040203,3040203
NC,Innovative Solar 47,59666,Duke Energy Carolinas,DUK,122195328,34.801933,-79.332447,SUN,SOLAR,72750,0,0.01,0.00,0.0006,553,Lumber,03040203,3040203
NC,Innovative Solar 48,59667,Duke Energy Carolinas,DUK,122195328,34.711628,-79.30235,SUN,SOLAR,8711,0,0.01,0.00,0.0001,66,Lumber,03040203,3040203
NC,Innovative Solar 54,59669,Duke Energy Carolinas,DUK,122195328,35.213697,-77.712408,SUN,SOLAR,740,0,0.01,0.00,0.0000,6,Middle Neuse,03020202,3020202
NC,Innovative Solar 55,59676,Duke Energy Carolinas,DUK,122195328,34.695,-79.216,SUN,SOLAR,4209,0,0.01,0.00,0.0000,32,Lumber,03040203,3040203
NC,"Innovative Solar 59, LLC",61259,Duke Energy Progress East,CPLE,59574368,36.094719,-77.97928,SUN,SOLAR,3816,0,0.01,0.00,0.0001,29,Upper Tar,03020101,3020101
NC,Innovative Solar 6,59542,Duke Energy Progress East,CPLE,59574368,35.6575,-82.710278,SUN,SOLAR,5664,0,0.01,0.00,0.0001,43,Upper French Broad,06010105,6010105
NC,"Innovative Solar 60, LLC",61260,Duke Energy Carolinas,DUK,122195328,36.091,-77.992,SUN,SOLAR,3931,0,0.01,0.00,0.0000,30,Upper Tar,03020101,3020101
NC,"Innovative Solar 63, LLC",60053,Duke Energy Carolinas,DUK,122195328,35.39169,-77.620395,SUN,SOLAR,8523,0,0.01,0.00,0.0001,65,Contentnea,03020203,3020203
NC,Innovative Solar 64,59677,Duke Energy Carolinas,DUK,122195328,35.041048,-78.329675,SUN,SOLAR,8685,0,0.01,0.00,0.0001,66,Black,03030006,3030006
NC,Innovative Solar 65,60398,Duke Energy Carolinas,DUK,122195328,34.7587,-79.5,SUN,SOLAR,9029,0,0.01,0.00,0.0001,69,Little Pee Dee,03040204,3040204
NC,Innovative Solar 67,59678,Duke Energy Carolinas,DUK,122195328,34.623309,-78.005377,SUN,SOLAR,222,0,0.01,0.00,0.0000,2,Northeast Cape Fear,03030007,3030007
NC,International Paper Co. - New Bern Mill,50188,Duke Energy Progress East,CPLE,59574368,35.212,-77.1144,BLQ,BIOMASS,201720,7758,1.94,0.04,0.0034,390843,Middle Neuse,03020202,3020202
NC,International Paper Riegelwood Mill,54656,Duke Energy Progress East,CPLE,59574368,34.3533,-78.2137,BLQ,BIOMASS,404807,13336,1.94,0.03,0.0068,784335,Lower Cape Fear,03030005,3030005
NC,Iredell County LFG Facility,56962,Duke Energy Carolinas,DUK,122195328,35.769281,-80.826001,LFG,BIOMASS,23733,0,1.94,0.00,0.0002,45984,South Yadkin,03040102,3040102
NC,Jackson Solar Farm,61292,Duke Energy Progress East,CPLE,59574368,35.75,-77.83,SUN,SOLAR,16829,0,0.01,0.00,0.0003,128,Lower Tar,03020103,3020103
NC,Jacob Solar,59503,Duke Energy Carolinas,DUK,122195328,36.2922,-79.6214,SUN,SOLAR,8837,0,0.01,0.00,0.0001,67,Haw,03030002,3030002
NC,Jakana Solar,59170,"PJM Interconnection, LLC",PJM,814823215,35.875278,-77.081111,SUN,SOLAR,8952,0,0.01,0.00,0.0000,68,Lower Roanoke,03010107,3010107
NC,Jersey Holdings,60784,Duke Energy Carolinas,DUK,122195328,34.564307,-79.037483,SUN,SOLAR,9512,0,0.01,0.00,0.0001,72,Lumber,03040203,3040203
NC,Jordan Hydroelectric Project,58390,Duke Energy Carolinas,DUK,122195328,35.654722,-79.068333,WAT,HYDRO,10303,0,0.00,0.00,0.0001,0,Haw,03030002,3030002
NC,KapStone Kraft Paper Corp,50254,"PJM Interconnection, LLC",PJM,814823215,36.4769,-77.6414,BLQ,BIOMASS,201223,24769,1.94,0.12,0.0002,389881,Lower Roanoke,03010107,3010107
NC,Kathleen Solar,60180,Duke Energy Carolinas,DUK,122195328,35.513769,-78.802384,SUN,SOLAR,814,0,0.01,0.00,0.0000,6,Upper Cape Fear,03030004,3030004
NC,Keen Farm,59565,Duke Energy Progress East,CPLE,59574368,35.426667,-78.4,SUN,SOLAR,9025,0,0.01,0.00,0.0002,69,Upper Neuse,03020201,3020201
NC,Kelford,59527,"PJM Interconnection, LLC",PJM,814823215,36.148056,-77.211944,SUN,SOLAR,42958,0,0.01,0.00,0.0001,326,Lower Roanoke,03010107,3010107
NC,Kelford,59796,"PJM Interconnection, LLC",PJM,814823215,36.154227,-77.218502,SUN,SOLAR,7634,0,0.01,0.00,0.0000,58,Lower Roanoke,03010107,3010107
NC,"Kelly Solar, LLC",61219,Duke Energy Progress East,CPLE,59574368,36.391194,-78.449024,SUN,SOLAR,3322,0,0.01,0.00,0.0001,25,Middle Roanoke,03010102,3010102
NC,Kenansville,59051,Duke Energy Carolinas,DUK,122195328,34.96,-78.04,SUN,SOLAR,3477,0,0.01,0.00,0.0000,26,Northeast Cape Fear,03030007,3030007
NC,"Kenansville Solar 2, LLC",58803,Duke Energy Carolinas,DUK,122195328,34.957778,-77.981667,SUN,SOLAR,3511,0,0.01,0.00,0.0000,27,Northeast Cape Fear,03030007,3030007
NC,"Kenansville Solar Farm, LLC",58840,Duke Energy Carolinas,DUK,122195328,34.97,-77.976111,SUN,SOLAR,7389,0,0.01,0.00,0.0001,56,Northeast Cape Fear,03030007,3030007
NC,"Kennedy Solar, LLC",60397,Duke Energy Carolinas,DUK,122195328,35.012282,-78.092185,SUN,SOLAR,9132,0,0.01,0.00,0.0001,69,Black,03030006,3030006
NC,Kenneth Solar,59507,Duke Energy Progress East,CPLE,59574368,36.4338,-78.1526,SUN,SOLAR,4820,0,0.01,0.00,0.0001,37,Fishing,03020102,3020102
NC,Kings Mountain Energy Center,59325,Duke Energy Carolinas,DUK,122195328,35.2025,-81.363056,NG,GAS,1286325,401357,0.66,0.31,0.0105,844962,Upper Broad,03050105,3050105
NC,Kinston,59125,Duke Energy Progress East,CPLE,59574368,35.370556,-77.608333,SUN,SOLAR,3660,0,0.01,0.00,0.0001,28,Contentnea,03020203,3020203
NC,Kinston Davis Farm,61090,Duke Energy Progress East,CPLE,59574368,35.2184,-77.64259,SUN,SOLAR,8784,0,0.01,0.00,0.0001,67,Middle Neuse,03020202,3020202
NC,Kinston Solar,59832,Duke Energy Progress East,CPLE,59574368,35.351436,-77.472283,SUN,SOLAR,8845,0,0.01,0.00,0.0001,67,Contentnea,03020203,3020203
NC,Kirkwall Holdings,58791,Duke Energy Carolinas,DUK,122195328,34.988889,-78.1375,SUN,SOLAR,9195,0,0.01,0.00,0.0001,70,Black,03030006,3030006
NC,Kojak Farm,60578,Duke Energy Progress East,CPLE,59574368,35.79915,-78.102178,SUN,SOLAR,8825,0,0.01,0.00,0.0001,67,Contentnea,03020203,3020203
NC,L V Sutton,2713,Duke Energy Progress East,CPLE,59574368,34.283056,-77.985278,NG,GAS,3643455,1627734,0.80,0.45,0.0612,2903929,Lower Cape Fear,03030005,3030005
NC,"Lafayette Solar I, LLC",60105,Duke Energy Carolinas,DUK,122195328,35.232396,-81.564248,SUN,SOLAR,3340,0,0.01,0.00,0.0000,25,Upper Broad,03050105,3050105
NC,Lake Lure,2773,Duke Energy Carolinas,DUK,122195328,35.42591,-82.184005,WAT,HYDRO,10526,0,0.00,0.00,0.0001,0,Upper Broad,03050105,3050105
NC,Lane Solar,62104,Duke Energy Progress East,CPLE,59574368,35.395,-78.051,SUN,SOLAR,2098,0,0.01,0.00,0.0000,16,Upper Neuse,03020201,3020201
NC,"Langdon Solar Farm, LLC",60538,Duke Energy Carolinas,DUK,122195328,35.447278,-78.413481,SUN,SOLAR,8951,0,0.01,0.00,0.0001,68,Upper Neuse,03020201,3020201
NC,Langley PV1,59158,Duke Energy Progress East,CPLE,59574368,35.801944,-77.848889,SUN,SOLAR,9704,0,0.01,0.00,0.0002,74,Lower Tar,03020103,3020103
NC,Lanier Solar,59486,Duke Energy Carolinas,DUK,122195328,34.898889,-77.808889,SUN,SOLAR,9206,0,0.01,0.00,0.0001,70,Northeast Cape Fear,03030007,3030007
NC,Laurinburg Farm,61091,Duke Energy Carolinas,DUK,122195328,34.764403,-79.442969,SUN,SOLAR,9327,0,0.01,0.00,0.0001,71,Little Pee Dee,03040204,3040204
NC,Laurinburg Solar,59833,Duke Energy Progress East,CPLE,59574368,34.756481,-79.430243,SUN,SOLAR,9054,0,0.01,0.00,0.0002,69,Little Pee Dee,03040204,3040204
NC,"Laurinburg Solar, LLC (Heelstone)",60200,Duke Energy Carolinas,DUK,122195328,34.707644,-79.29538,SUN,SOLAR,3998,0,0.01,0.00,0.0000,30,Lumber,03040203,3040203
NC,"Leggett Solar, LLC",60783,"PJM Interconnection, LLC",PJM,814823215,36.058,-77.623,SUN,SOLAR,9918,0,0.01,0.00,0.0000,75,Upper Tar,03020101,3020101
NC,Lenoir Farm,58333,Duke Energy Progress East,CPLE,59574368,35.331667,-77.666389,SUN,SOLAR,8348,0,0.01,0.00,0.0001,63,Middle Neuse,03020202,3020202
NC,Lenoir Farm 2,58334,Duke Energy Progress East,CPLE,59574368,35.35,-77.475,SUN,SOLAR,8093,0,0.01,0.00,0.0001,62,Middle Neuse,03020202,3020202
NC,Lewiston Solar,59174,"PJM Interconnection, LLC",PJM,814823215,36.141111,-77.211111,SUN,SOLAR,8930,0,0.01,0.00,0.0000,68,Lower Roanoke,03010107,3010107
NC,Lillington Solar,59921,Duke Energy Progress East,CPLE,59574368,35.368,-78.801,SUN,SOLAR,7636,0,0.01,0.00,0.0001,58,Upper Cape Fear,03030004,3030004
NC,Lincoln,7277,Duke Energy Carolinas,DUK,122195328,35.4317,-81.0347,DFO,OIL,82484,78716,2.06,0.95,0.0007,170132,Upper Catawba,03050101,3050101
NC,"Lincoln Solar, LLC (NC)",60399,Duke Energy Carolinas,DUK,122195328,35.379505,-81.817582,SUN,SOLAR,9375,0,0.01,0.00,0.0001,71,Upper Broad,03050105,3050105
NC,Lincolnton High School,56341,Duke Energy Carolinas,DUK,122195328,35.477415,-81.262259,DFO,OIL,36,58,2.06,1.61,0.0000,74,South Fork Catawba,03050102,3050102
NC,Little River PV 1,59521,Duke Energy Carolinas,DUK,122195328,35.538889,-79.804167,SUN,SOLAR,8472,0,0.01,0.00,0.0001,64,Upper Pee Dee,03040104,3040104
NC,Littlefield Solar Center LLC,58809,Duke Energy Progress East,CPLE,59574368,35.433889,-77.438056,SUN,SOLAR,8612,0,0.01,0.00,0.0001,65,Middle Neuse,03020202,3020202
NC,Lockville Hydropower,10051,Duke Energy Progress East,CPLE,59574368,35.6184,-79.0912,WAT,HYDRO,339,0,0.00,0.00,0.0000,0,Deep,03030003,3030003
NC,Long Creek Waste Water Plant,57630,Duke Energy Carolinas,DUK,122195328,35.3119,-81.1414,DFO,OIL,228,164,2.06,0.72,0.0000,470,South Fork Catawba,03050102,3050102
NC,"Long Farm 46 Solar, LLC",60208,"PJM Interconnection, LLC",PJM,814823215,36.467021,-77.617957,SUN,SOLAR,7775,0,0.01,0.00,0.0000,59,Lower Roanoke,03010107,3010107
NC,Long Henry Solar,61347,Duke Energy Progress East,CPLE,59574368,35.195302,-77.895125,SUN,SOLAR,3928,0,0.01,0.00,0.0001,30,Northeast Cape Fear,03030007,3030007
NC,Lookout Shoals,2726,Duke Energy Carolinas,DUK,122195328,35.7575,-81.0894,WAT,HYDRO,162927,0,49.91,0.00,0.0013,8131354,Upper Catawba,03050101,3050101
NC,"Lux Solar, LLC",61284,Duke Energy Carolinas,DUK,122195328,35.241145,-81.429433,SUN,SOLAR,3939,0,0.01,0.00,0.0000,30,Upper Broad,03050105,3050105
NC,Maiden Community Center,56342,Duke Energy Carolinas,DUK,122195328,35.5772,-81.2081,DFO,OIL,41,60,2.06,1.46,0.0000,85,South Fork Catawba,03050102,3050102
NC,Manning PV 1,59520,Duke Energy Carolinas,DUK,122195328,36.119167,-79.521389,SUN,SOLAR,432,0,0.01,0.00,0.0000,3,Haw,03030002,3030002
NC,Manway Solar Farm,59575,Duke Energy Progress East,CPLE,59574368,34.745833,-78.429444,SUN,SOLAR,7931,0,0.01,0.00,0.0001,60,Black,03030006,3030006
NC,Mariposa Solar Center LLC,59162,Duke Energy Carolinas,DUK,122195328,35.373889,-81.086944,SUN,SOLAR,9269,0,0.01,0.00,0.0001,70,Upper Catawba,03050101,3050101
NC,Market Farm,59105,Duke Energy Carolinas,DUK,122195328,36.390278,-79.647222,SUN,SOLAR,8323,0,0.01,0.00,0.0001,63,Upper Dan,03010103,3010103
NC,Marshall,2727,Duke Energy Carolinas,DUK,122195328,35.5975,-80.9658,BIT,COAL,8486270,8770531,0.18,1.03,0.0694,1566993,Upper Catawba,03050101,3050101
NC,Marshall Dam,2710,Duke Energy Progress East,CPLE,59574368,35.702527,-82.710571,WAT,HYDRO,812,0,29.67,0.00,0.0000,24092,Upper French Broad,06010105,6010105
NC,Marshville Farm,58335,Duke Energy Carolinas,DUK,122195328,34.988889,-80.383611,SUN,SOLAR,7001,0,0.01,0.00,0.0001,53,Rocky,03040105,3040105
NC,Martin Creek Farm LLC,59124,Duke Energy Progress East,CPLE,59574368,36.286389,-78.386111,SUN,SOLAR,5285,0,0.01,0.00,0.0001,40,Upper Tar,03020101,3020101
NC,"Martins Creek Solar NC, LLC",57461,Duke Energy Carolinas,DUK,122195328,35.020415,-84.015676,SUN,SOLAR,1145,0,0.01,0.00,0.0000,9,Hiwassee,06020002,6020002
NC,"Maxton Solar, LLC",60416,Duke Energy Carolinas,DUK,122195328,34.71472,-79.31463,SUN,SOLAR,9397,0,0.01,0.00,0.0001,71,Lumber,03040203,3040203
NC,Mayberry Solar LLC,57321,Duke Energy Carolinas,DUK,122195328,36.476667,-80.601111,SUN,SOLAR,1436,0,0.01,0.00,0.0000,11,Upper Yadkin,03040101,3040101
NC,Mayo,6250,Duke Energy Progress East,CPLE,59574368,36.5278,-78.8917,BIT,COAL,1491333,1918352,1.83,1.29,0.0250,2724043,Lower Dan,03010104,3010104
NC,MC1 Solar,60395,"PJM Interconnection, LLC",PJM,814823215,35.8748,-77.1397,SUN,SOLAR,9018,0,0.01,0.00,0.0000,69,Lower Roanoke,03010107,3010107
NC,McCallum Farm,58350,Duke Energy Progress East,CPLE,59574368,34.543889,-79.3,SUN,SOLAR,8473,0,0.01,0.00,0.0001,64,Little Pee Dee,03040204,3040204
NC,"McGoogan Farm, LLC",60779,Duke Energy Carolinas,DUK,122195328,34.888736,-79.062708,SUN,SOLAR,9417,0,0.01,0.00,0.0001,72,Lumber,03040203,3040203
NC,McGuire,6038,Duke Energy Carolinas,DUK,122195328,35.4331,-80.9486,NUC,NUCLEAR,19862068,0,2.39,0.00,0.1625,47468668,Upper Catawba,03050101,3050101
NC,McKenzie Farm,58853,Duke Energy Progress East,CPLE,59574368,34.323889,-78.691944,SUN,SOLAR,8096,0,0.01,0.00,0.0001,62,Waccamaw,03040206,3040206
NC,Meadowbrook Solar Farm,59936,Duke Energy Carolinas,DUK,122195328,35.55543,-80.38589,SUN,SOLAR,9099,0,0.01,0.00,0.0001,69,Lower Yadkin,03040103,3040103
NC,Meadows PV 1,59513,"PJM Interconnection, LLC",PJM,814823215,35.836944,-77.126944,SUN,SOLAR,34282,0,0.01,0.00,0.0000,261,Lower Roanoke,03010107,3010107
NC,Melinda Solar,59502,Duke Energy Progress East,CPLE,59574368,36.2487,-78.3475,SUN,SOLAR,8249,0,0.01,0.00,0.0001,63,Upper Tar,03020101,3020101
NC,Meriwether Farm,60579,Duke Energy Progress East,CPLE,59574368,36.288911,-78.604589,SUN,SOLAR,9202,0,0.01,0.00,0.0002,70,Upper Tar,03020101,3020101
NC,Metropolitan Sewerage District,10181,Duke Energy Progress East,CPLE,59574368,35.6497,-82.5992,WAT,HYDRO,8080,0,30.20,0.00,0.0001,244013,Upper French Broad,06010105,6010105
NC,Mile Farm,58336,Duke Energy Progress East,CPLE,59574368,36.230561,-78.949586,SUN,SOLAR,8447,0,0.01,0.00,0.0001,64,Upper Neuse,03020201,3020201
NC,"Mill Pond Solar Farm, LLC",61196,Duke Energy Progress East,CPLE,59574368,34.307121,-78.701463,SUN,SOLAR,8208,0,0.01,0.00,0.0001,62,Waccamaw,03040206,3040206
NC,MILL SOLAR 1,61160,Duke Energy Carolinas,DUK,122195328,35.575,-80.821,SUN,SOLAR,1243,0,0.01,0.00,0.0000,9,Rocky,03040105,3040105
NC,Millikan Farm,59576,Duke Energy Carolinas,DUK,122195328,35.81771,-79.771085,SUN,SOLAR,9412,0,0.01,0.00,0.0001,72,Deep,03030003,3030003
NC,Mills Anson Farm,61093,Duke Energy Progress East,CPLE,59574368,34.968056,-79.935844,SUN,SOLAR,8677,0,0.01,0.00,0.0001,66,Lower Pee Dee,03040201,3040201
NC,Milo Solar,58739,Duke Energy Carolinas,DUK,122195328,36.148889,-79.348889,SUN,SOLAR,5271,0,0.01,0.00,0.0000,40,Haw,03030002,3030002
NC,Minnie Solar,58740,Duke Energy Carolinas,DUK,122195328,35.948056,-79.361944,SUN,SOLAR,4983,0,0.01,0.00,0.0000,38,Haw,03030002,3030002
NC,Misenheimer Farm,59577,Duke Energy Carolinas,DUK,122195328,35.468611,-80.293611,SUN,SOLAR,8450,0,0.01,0.00,0.0001,64,Rocky,03040105,3040105
NC,Mission,2746,Duke Energy Carolinas,DUK,122195328,35.0647,-83.9258,WAT,HYDRO,5388,0,53.08,0.00,0.0000,286008,Hiwassee,06020002,6020002
NC,Mocksville Farm,58313,Duke Energy Progress East,CPLE,59574368,35.878611,-80.541944,SUN,SOLAR,8690,0,0.01,0.00,0.0001,66,Upper Yadkin,03040101,3040101
NC,Mocksville Solar,59570,Duke Energy Carolinas,DUK,122195328,35.833889,-80.574444,SUN,SOLAR,25729,0,0.01,0.00,0.0002,196,South Yadkin,03040102,3040102
NC,Modlin Solar Farm,60417,"PJM Interconnection, LLC",PJM,814823215,35.85028,-77.11023,SUN,SOLAR,9291,0,0.01,0.00,0.0000,71,Lower Roanoke,03010107,3010107
NC,Moncure Farm LLC,59123,Duke Energy Progress East,CPLE,59574368,35.568333,-79.0325,SUN,SOLAR,5889,0,0.01,0.00,0.0001,45,Upper Cape Fear,03030004,3030004
NC,Monroe Generating Station,57505,Duke Energy Carolinas,DUK,122195328,34.985814,-80.506037,NG,GAS,5138,4235,0.80,0.82,0.0000,4095,Rocky,03040105,3040105
NC,Monroe Middle School,56343,Duke Energy Carolinas,DUK,122195328,34.973274,-80.540038,DFO,OIL,41,62,2.06,1.50,0.0000,85,Rocky,03040105,3040105
NC,Monroe Moore Farm,59578,Duke Energy Carolinas,DUK,122195328,34.971944,-80.601944,SUN,SOLAR,8754,0,0.01,0.00,0.0001,67,Rocky,03040105,3040105
NC,Monroe Solar Facility,60383,Duke Energy Carolinas,DUK,122195328,34.929945,-80.625615,SUN,SOLAR,93060,0,0.01,0.00,0.0008,707,Rocky,03040105,3040105
NC,Montgomery Solar LLC,58649,Duke Energy Carolinas,DUK,122195328,35.344444,-79.768333,SUN,SOLAR,38199,0,0.01,0.00,0.0003,290,Deep,03030003,3030003
NC,Moore Solar Farm,58337,Duke Energy Carolinas,DUK,122195328,36.273192,-79.759203,SUN,SOLAR,8029,0,0.01,0.00,0.0001,61,Haw,03030002,3030002
NC,Moorings Farm,58338,Duke Energy Progress East,CPLE,59574368,35.305833,-77.829167,SUN,SOLAR,7750,0,0.01,0.00,0.0001,59,Middle Neuse,03020202,3020202
NC,Moorings Farm 2,61405,Duke Energy Progress East,CPLE,59574368,35.305747,-77.828889,SUN,SOLAR,9487,0,0.01,0.00,0.0002,72,Middle Neuse,03020202,3020202
NC,"Morgan Farm, LLC",60133,Duke Energy Carolinas,DUK,122195328,36.095572,-78.151987,SUN,SOLAR,9381,0,0.01,0.00,0.0001,71,Upper Tar,03020101,3020101
NC,Morgan's Corner,60422,"PJM Interconnection, LLC",PJM,814823215,36.421064,-76.364244,SUN,SOLAR,27862,0,0.01,0.00,0.0000,212,Albemarle,03010205,3010205
NC,Mount Olive Farm,59107,Duke Energy Progress East,CPLE,59574368,35.201944,-78.081667,SUN,SOLAR,9595,0,0.01,0.00,0.0002,73,Upper Neuse,03020201,3020201
NC,Mount Olive Solar,59908,Duke Energy Progress East,CPLE,59574368,35.18,-78.098,SUN,SOLAR,3706,0,0.01,0.00,0.0001,28,Upper Neuse,03020201,3020201
NC,Mountain Island,2728,Duke Energy Carolinas,DUK,122195328,35.3339,-80.9867,WAT,HYDRO,207502,0,197.01,0.00,0.0017,40878982,Upper Catawba,03050101,3050101
NC,MP Durham LLC,57365,Duke Energy Carolinas,DUK,122195328,36.0311,-78.86,LFG,BIOMASS,15891,0,1.94,0.00,0.0001,30790,Upper Neuse,03020201,3020201
NC,MP Wayne LLC,57366,Duke Energy Progress East,CPLE,59574368,35.2889,-78.0703,LFG,BIOMASS,11219,0,1.94,0.00,0.0002,21737,Upper Neuse,03020201,3020201
NC,Mt Olive Farm 2,58345,Duke Energy Progress East,CPLE,59574368,35.218056,-78.069722,SUN,SOLAR,8835,0,0.01,0.00,0.0001,67,Upper Neuse,03020201,3020201
NC,Mt Olive Solar 1,59645,Duke Energy Progress East,CPLE,59574368,35.181111,-78.096944,SUN,SOLAR,8390,0,0.01,0.00,0.0001,64,Upper Neuse,03020201,3020201
NC,Murdock Solar,59509,Duke Energy Progress East,CPLE,59574368,35.6633,-78.5206,SUN,SOLAR,7040,0,0.01,0.00,0.0001,54,Upper Neuse,03020201,3020201
NC,"Murphy Farm Power, LLC",57677,Duke Energy Carolinas,DUK,122195328,34.999167,-84.157254,SUN,SOLAR,1208,0,0.01,0.00,0.0000,9,Hiwassee,06020002,6020002
NC,Murphy-Brown LLC,55002,Duke Energy Progress East,CPLE,59574368,34.9944,-78.1583,DFO,OIL,106,124,2.06,1.17,0.0000,219,Black,03030006,3030006
NC,Mustang Solar,61533,Duke Energy Progress East,CPLE,59574368,35.415572,-79.563367,SUN,SOLAR,4488,0,0.01,0.00,0.0001,34,Deep,03030003,3030003
NC,Nantahala,2747,Duke Energy Carolinas,DUK,122195328,35.2715,-83.6762,WAT,HYDRO,270145,0,0.72,0.00,0.0022,194373,Upper Little Tennessee,06010202,6010202
NC,Narrows (NC),54894,"Alcoa Power Generating, Inc. - Yadkin Division",YAD,1069254,35.4189,-80.0917,WAT,HYDRO,592793,0,85.73,0.00,0.5544,50821401,Lower Yadkin,03040103,3040103
NC,Nash 58 Farm,58854,Duke Energy Progress East,CPLE,59574368,36.047222,-78.030833,SUN,SOLAR,8635,0,0.01,0.00,0.0001,66,Upper Tar,03020101,3020101
NC,Nash 64 Farm,58855,Duke Energy Progress East,CPLE,59574368,35.949444,-78.0925,SUN,SOLAR,7335,0,0.01,0.00,0.0001,56,Upper Tar,03020101,3020101
NC,"Nash 97 Solar, LLC",60408,Duke Energy Carolinas,DUK,122195328,35.84927,-78.21152,SUN,SOLAR,9358,0,0.01,0.00,0.0001,71,Contentnea,03020203,3020203
NC,"Nashville Farms, LLC",60134,Duke Energy Carolinas,DUK,122195328,36.034354,-78.010611,SUN,SOLAR,3607,0,0.01,0.00,0.0000,27,Upper Tar,03020101,3020101
NC,NC 102 Project LLC,61610,Duke Energy Carolinas,DUK,122195328,35.2925,-80.4975,SUN,SOLAR,16810,0,0.01,0.00,0.0001,128,Rocky,03040105,3040105
NC,NC Renewable Power - Lumberton LLC,10382,Duke Energy Progress East,CPLE,59574368,34.59,-78.9968,WDS,BIOMASS,133666,0,1.94,0.00,0.0022,258985,Lumber,03040203,3040203
NC,NCEMC Anson Plant,56249,Duke Energy Progress East,CPLE,59574368,34.968651,-79.921738,NG,GAS,394528,243757,0.80,0.62,0.0066,314449,Lower Pee Dee,03040201,3040201
NC,NCEMC Hamlet Plant,56292,Duke Energy Progress East,CPLE,59574368,34.842311,-79.736087,NG,GAS,167245,103699,0.80,0.62,0.0028,133299,Lower Pee Dee,03040201,3040201
NC,NCSU Cates Cogeneration Plant,61676,Duke Energy Progress East,CPLE,59574368,35.784027,-78.674704,NG,GAS,79936,45053,0.80,0.56,0.0013,63711,Upper Neuse,03020201,3020201
NC,Neisler Street Solar,60072,Duke Energy Carolinas,DUK,122195328,35.289757,-81.568878,SUN,SOLAR,3707,0,0.01,0.00,0.0000,28,Upper Broad,03050105,3050105
NC,Neuse River Solar Farm,58524,Duke Energy Carolinas,DUK,122195328,35.714444,-78.498889,SUN,SOLAR,1466,0,0.01,0.00,0.0000,11,Upper Neuse,03020201,3020201
NC,New Bern,56688,Duke Energy Progress East,CPLE,59574368,35.1681,-77.2267,LFG,BIOMASS,22965,709,1.94,0.03,0.0004,44496,Middle Neuse,03020202,3020202
NC,New Bern Farm,58339,Duke Energy Progress East,CPLE,59574368,35.209564,-77.056725,SUN,SOLAR,7855,0,0.01,0.00,0.0001,60,Middle Neuse,03020202,3020202
NC,Newton Grove,59835,Duke Energy Progress East,CPLE,59574368,35.251628,-78.367439,SUN,SOLAR,3247,0,0.01,0.00,0.0001,25,Black,03030006,3030006
NC,Nick Solar,58741,Duke Energy Progress East,CPLE,59574368,35.991111,-79.548056,SUN,SOLAR,8492,0,0.01,0.00,0.0001,65,Haw,03030002,3030002
NC,"Nickelson Solar, LLC",62205,Duke Energy Progress East,CPLE,59574368,34.747103,-77.987375,SUN,SOLAR,191,0,0.01,0.00,0.0000,1,Northeast Cape Fear,03030007,3030007
NC,Nitro Solar,59501,Duke Energy Progress East,CPLE,59574368,35.486944,-78.313889,SUN,SOLAR,7967,0,0.01,0.00,0.0001,61,Upper Neuse,03020201,3020201
NC,North Carolina Solar Bethea I,58531,Duke Energy Progress East,CPLE,59574368,34.704722,-79.525833,SUN,SOLAR,3043,0,0.01,0.00,0.0001,23,Little Pee Dee,03040204,3040204
NC,North Carolina Solar III LLC,58880,Duke Energy Carolinas,DUK,122195328,34.766667,-79.559722,SUN,SOLAR,8690,0,0.01,0.00,0.0001,66,Little Pee Dee,03040204,3040204
